rn,Date,name,category,hazards,tier,band
96-090,1996-03-27,Baby Bucky Baby Pillows,Sleep — mattresses & bedding,suffocation,1,ACT NOW
96-085,1996-03-24,Electric Hair Dryers,Toys,electrical,3,ACT NOW
96-082,1996-03-18,Toy Wooden Caterpillars,Toys,choking,3,ACT NOW
96-075,1996-03-10,Swim N' Play Pool Ledge Cover,Outdoor & play equipment,,4,ACT SOON
96-073,1996-02-21,Big Wooden Trucks,Toys,choking,3,ACT NOW
97-058,1996-02-14,Pacifier,Feeding & high chairs,choking,3,ACT NOW
96-066,1996-02-13,Chest Freezers,Nursery furniture & tip-over,fall,3,ACT NOW
96-060,1996-01-15,Cobbler Bench Toy,Toys,choking|suffocation,1,ACT NOW
96-059,1996-01-15,Cosco Four-Drawer Dresser,Nursery furniture & tip-over,tipover,2,ACT NOW
96-055,1995-12-21,Toddle Tots Dinosaur Mountain playsets,Outdoor & play equipment,choking,3,ACT NOW
95-049,1995-12-19,Quick N' Easy Micro-Bake Cake Sets,Toys,fire|overheat,3,ACT NOW
96-048,1995-12-18,Wooden toy trucks,Toys,choking,3,ACT NOW
96-044,1995-12-17,"""GymRattle"" infant rattles",Toys,choking,3,ACT NOW
96-042,1995-12-13,Disposable cigarette lighters,Lighters & fire hazards,fire,3,ACT NOW
96-041,1995-12-13,Mini-hammocks,"Sleep — cribs, bassinets, loungers",entanglement|strangulation,1,ACT NOW
96-039,1995-12-12,"White nets in Junior Pro Basketball Sets, model 2800",,entanglement|strangulation,1,ACT NOW
96-036,1995-12-05,Classic Winnie the Pooh pull toys,Toys,choking|strangulation,1,ACT NOW
96-034,1995-12-05,Cosco full-size cribs,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
96-033,1995-12-04,Cribs,"Sleep — cribs, bassinets, loungers",entrapment|strangulation,1,ACT NOW
96-032,1995-12-04,"Toy vehicles, aquatic animals, bottle feeding sets, and meal time sets",Feeding & high chairs,choking,3,ACT NOW
96-027,1995-11-28,Glitter pacifiers,Feeding & high chairs,choking,3,ACT NOW
96-026,1995-11-20,Superyard children's play enclosures and Superyard Extension Kits,Jewelry & accessories,choking,3,ACT NOW
96-025,1995-11-16,Ground Effects Tire Traction Compound,,chemical,4,ACT SOON
96-024,1995-11-16,"""City-Lites"" and ""Liberty-Lites"" disposable cigarette lighters",Lighters & fire hazards,,4,ACT SOON
96-022,1995-11-15,Safety 1st Model #177 Bed Rail and Flashlight,"Gates, rails & childproofing",fall,3,ACT NOW
96-019,1995-11-13,"Children's ""Sewing Boards""",Jewelry & accessories,strangulation,1,ACT NOW
96-017,1995-11-13,"""Teenage Mutant Ninja"" foam chairs",Outdoor & play equipment,entanglement|strangulation,1,ACT NOW
96-014,1995-11-08,Electric hair dryers,Sleepwear & apparel,electrical,3,ACT NOW
96-003,1995-10-16,Playskool 1-2-3 High Chairs,Feeding & high chairs,fall,3,ACT NOW
96-001,1995-10-04,nan,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
95-175,1995-09-27,Wooden bunk beds,Nursery furniture & tip-over,entrapment,1,ACT NOW
95-174,1995-09-27,Wooden bunk beds,Nursery furniture & tip-over,entrapment,1,ACT NOW
95-169,1995-09-20,"Toy bracelets, assorted plastic cars, trucks and locomotive engines",Toys,choking,3,ACT NOW
95-163,1995-09-06,"""Splish Splash"" and ""Fuzz & Fur"" books",Toys,choking,3,ACT NOW
95-160,1995-08-28,"Infant garments, style number 3941",Sleepwear & apparel,choking,3,ACT NOW
95-152,1995-08-02,TQ8+ Professional Tire Formula,Feeding & high chairs,chemical,4,ACT SOON
95-151,1995-07-27,"Pull-A-Long Wooden Snail pull toys, Water Timers (2 models), and Paper Weights",Toys,chemical|choking|fire,3,ACT NOW
95-142,1995-07-06,Zippered bean bag chairs,Nursery furniture & tip-over,choking|suffocation,1,ACT NOW
95-141,1995-07-06,Fisher-Price Baseball Training Center,Toys,overheat,4,ACT SOON
95-139,1995-06-22,Radio Flyer Tornado and Power Tricycles,Helmets & wheeled toys,fall,3,ACT NOW
95-129,1995-06-06,"Gerber ""Angel-etts of California"" infant and toddler sandals",Sleepwear & apparel,choking,3,ACT NOW
95-128,1995-06-04,"First Years 3-In-1 Booster Seats, Model 4200",Car seats & travel,fall,3,ACT NOW
95-124,1995-05-25,"""Big Top Playmates"" toys",Toys,choking,3,ACT NOW
95-123,1995-05-25,"""The Dolphin Baby Float""",Bath & water safety,drowning|tipover,1,ACT NOW
95-121,1995-05-15,Playskool 1-2-3- Swing,"Walkers, swings & bouncers",fall,3,ACT NOW
95-119,1995-05-14,Wooden puzzles,Toys,choking,3,ACT NOW
95-118,1995-05-08,Wooden bunk beds,Nursery furniture & tip-over,entrapment,1,ACT NOW
95-117,1995-05-07,"Paci-Face Mustache pacifier, Lip pacifier and Smile pacifier",Feeding & high chairs,choking,3,ACT NOW
95-107,1995-04-23,"Jaguar bicycle helmets, model 3060",Helmets & wheeled toys,,4,ACT SOON
95-100,1995-04-23,Playskool 1-2-3 Swings,"Walkers, swings & bouncers",fall,3,ACT NOW
95-103,1995-04-17,Cottontail Originals infant and toddler garments,Sleepwear & apparel,choking,3,ACT NOW
95-098,1995-03-21,"Rolling Ball Rattle Teethers, Model No. 520-Z and Model No. 520-E",Feeding & high chairs,choking,3,ACT NOW
95-097,1995-03-21,Funtasty Speed Boat Toy with people figurines,Toys,choking,3,ACT NOW
95-096,1995-03-21,"""Fudge Pop"" And ""Lolly Pop"" wooden rattles",Toys,choking,3,ACT NOW
95-095,1995-03-21,925 Pom Pom Drum toys (#808),Toys,choking,3,ACT NOW
95-094,1995-03-21,Vinyl squeeze toys,Toys,choking,3,ACT NOW
95-093,1995-03-15,Zippered bean bag chairs,Nursery furniture & tip-over,,4,ACT SOON
95-090,1995-03-08,Patagonia Penguino stuffed penguin toys,Toys,choking,3,ACT NOW
95-088,1995-02-28,Crib side rails,"Sleep — cribs, bassinets, loungers",entrapment,1,ACT NOW
95-087,1995-02-27,"Fleece garments, including sweatshirts, tops, pants, shorts, dresses, robes, and children's sleepwear",Sleepwear & apparel,burn|flammable,3,ACT NOW
95-084,1995-02-22,Disney Play 'N Pop Activity Toys,Toys,choking,3,ACT NOW
95-082,1995-02-14,Revco Brand Pain Reliever,Feeding & high chairs,chemical,4,ACT SOON
95-078,1995-02-09,Toy Bracelets And Wooden Dump Trucks,Toys,choking|fall,3,ACT NOW
95-076,1995-02-09,Crib side rails,"Sleep — cribs, bassinets, loungers",entrapment,1,ACT NOW
95-075,1995-02-05,Wompkee plush toys,Toys,,4,ACT SOON
95-071,1995-01-25,"Turtle Wax Protectant 10-oz. finger pump spray T-118, and Turtle Wax Formula 2001 Super Protectant 16-oz. trigger spray T-97",Feeding & high chairs,,4,ACT SOON
95-068,1995-01-24,Colorblaster 3-D model 14290.11 spray art design toys,Toys,,4,ACT SOON
95-066,1995-01-22,Mercury Necklaces,Jewelry & accessories,,4,ACT SOON
95-064,1995-01-22,"""Hey Diddle Diddle"" cardboard children's book",Toys,choking|fall,3,ACT NOW
95-063,1995-01-18,Wooden construction and educational toy trucks,Toys,choking,3,ACT NOW
95-060,1995-01-17,Beacon Hill wooden children's lamps,Sleepwear & apparel,electrical|fire,3,ACT NOW
95-059,1995-01-11,Animal Swings,"Walkers, swings & bouncers",laceration,3,ACT NOW
95-056,1995-01-02,"""Home and Roam"" and ""Baby Express"" portable crib/playpens","Sleep — cribs, bassinets, loungers",strangulation,1,ACT NOW
95-054,1994-12-22,Decorated Christmas Pacifiers,Feeding & high chairs,choking,3,ACT NOW
95-053,1994-12-22,Li'l Roughneck Humphrey the Dinosaur Hamper (item #2792) and Li'l Roughneck Bubbles the Whale Hamper (item #2793),,,4,ACT SOON
95-052,1994-12-20,"""Professor Wacko's Exothermic Exuberance"" chemistry kits",Toys,fire,3,ACT NOW
95-050,1994-12-20,"""Hello Baby"" toy rattle sets",Toys,choking,3,ACT NOW
95-044,1994-12-20,"""Inflatable Snoopy Plastic Christmas"" children's toys",Outdoor & play equipment,choking,3,ACT NOW
95-048,1994-12-18,"Toy necklaces, model number 8847",Toys,,4,ACT SOON
95-047,1994-12-18,"""Zap Zap Racetrack"" car sets",Outdoor & play equipment,choking,3,ACT NOW
95-045,1994-12-18,"Party favors bracelets, model number 39231, and party favors necklaces, model number 39116",Toys,,4,ACT SOON
95-040,1994-11-30,Toy necklaces,Toys,choking,3,ACT NOW
95-039,1994-11-30,"""CHRISTMAS IN THE MANGER"" children's book",Toys,choking,3,ACT NOW
95-038,1994-11-30,Bean bag chairs,Nursery furniture & tip-over,suffocation,1,ACT NOW
95-037,1994-11-30,"""Littlest Pet Shop Tea Sets""",Toys,choking,3,ACT NOW
95-035,1994-11-30,Roll-back toy,Toys,choking,3,ACT NOW
95-034,1994-11-30,"""Pool Tool Truck"" toy",Outdoor & play equipment,choking,3,ACT NOW
95-030,1994-11-30,"""Fun Music Center"" toys",Toys,choking,3,ACT NOW
95-025,1994-11-14,"Surge reversible Shar-pei dog hand puppets, distributed as premiums with Black & Decker SurgeXpress Irons",Toys,choking,3,ACT NOW
95-024,1994-11-08,Reindeer Christmas stockings,Outdoor & play equipment,choking,3,ACT NOW
95-021,1994-11-02,Wooden bunk beds,Nursery furniture & tip-over,,4,ACT SOON
95-017,1994-11-02,"""Funny Train"" and ""Elephant"" educational pull toys",Toys,choking,3,ACT NOW
95-016,1994-10-31,"""My Alphabetic Truck"" toys",Toys,choking,3,ACT NOW
95-011,1994-10-20,The Rattlin Rocking Rings,Toys,choking,3,ACT NOW
95-001,1994-10-02,NUK Orthodontic Pacifiers,Feeding & high chairs,choking,3,ACT NOW
94-124,1994-09-06,"""Kaleidoscope Art"" sets, item number 820",Toys,chemical|labeling|lead,3,ACT NOW
94-118,1994-08-15,"Best Wear ""Baby's 2 PCS ROMPER/DOLL"" and ""Baby's 3 PCS BLOUSE/ROMPER/DOLL""",Toys,choking|strangulation,1,ACT NOW
94-110,1994-07-31,"""Baby Snack"" and ""Boat and Trailer"" toy sets",Feeding & high chairs,choking,3,ACT NOW
94-106,1994-07-19,"Good Vibes Infant Carriers, models 037 and 038",Car seats & travel,fall,3,ACT NOW
94-107,1994-07-18,"""Scented Teethers""",Feeding & high chairs,chemical,4,ACT SOON
94-101,1994-06-29,"Lawn-Boy walk-behind lawn mowers, model 10201 and 10301",Sleepwear & apparel,,4,ACT SOON
94-094,1994-06-14,"""Diplomat Pacifiers""",Feeding & high chairs,labeling|suffocation,1,ACT NOW
94-089,1994-06-06,"""Fastblast Spray Art Design"" craft sets, model number 60090, and ""Fastblast Color Refill Assortments,"" model number 60091",Toys,chemical,4,ACT SOON
94-088,1994-06-06,Cosco Youth Options Toddler Beds (#10T23 and #10T33) and Bed Guard Rails (#10T71),"Sleep — cribs, bassinets, loungers",entrapment|suffocation,1,ACT NOW
94-083,1994-06-01,Children's tubular metal frame bunk beds,Nursery furniture & tip-over,fall,3,ACT NOW
94-087,1994-05-31,World Imports twin/full-size C-shaped children's bunk beds,Nursery furniture & tip-over,fall,3,ACT NOW
94-084,1994-05-30,"Toysmith ""Surprise Party Time Balls""",Toys,,4,ACT SOON
94-082,1994-05-25,"Blister packs containing four ""Candy Filled Funglasses,"" model number 180",Feeding & high chairs,choking,3,ACT NOW
94-081,1994-05-23,"""Basic Skills Puzzle Set,"" model QB448, and ""Wooden Pegged Puzzle Set,"" model QP340",Outdoor & play equipment,choking,3,ACT NOW
94-075,1994-05-16,"""Baby's Bucket-Sorting Toys,"" model number 3848",Bath & water safety,choking,3,ACT NOW
94-074,1994-05-16,"""See-Thru Bi-Planes,"" model C9071",Outdoor & play equipment,choking,3,ACT NOW
94-064,1994-05-11,"Gerry Model No. 455 ""Splash Seats""",Feeding & high chairs,tipover,2,ACT NOW
94-067,1994-05-05,"""Wooden Armadillos""",,lead,4,ACT SOON
94-065,1994-05-05,"""Animal Shape Wagons""",Toys,choking|lead,3,ACT NOW
94-063,1994-04-27,"""Deary Baby Rattle Baby Soother Spain Style"" pacifiers",Feeding & high chairs,choking,3,ACT NOW
94-061,1994-04-21,"Levi Strauss & Co. Jeans, Shortalls , Rompers and Koveralls",Sleepwear & apparel,choking,3,ACT NOW
94-060,1994-04-21,"""Thunderbat"" Noisemaker Plastic Bats",Toys,,4,ACT SOON
94-058,1994-04-10,"Newborn 3-piece outfits consisting of a blue and white cotton/polyester cardigan sweater, short sleeved top, and check pants",Sleepwear & apparel,choking,3,ACT NOW
94-056,1994-04-06,"""Tractor trailer"" novelty cigarette lighters",Lighters & fire hazards,burn|fire,3,ACT NOW
94-057,1994-04-05,Metal bunk beds,Nursery furniture & tip-over,fall,3,ACT NOW
94-054,1994-04-05,"Tubular metal twin-size/full-size (""Slumberama"") and twin-size/twin-size (""Double Decker"") children's bunk beds",Nursery furniture & tip-over,fall,3,ACT NOW
94-053,1994-04-05,Bernards metal frame twin size/full size children's bunk beds,Nursery furniture & tip-over,fall,3,ACT NOW
94-052,1994-04-05,S&A Imports tubular metal frame twin size/full size children's bunk beds,Nursery furniture & tip-over,fall,3,ACT NOW
94-051,1994-04-05,Gold Key metal twin size/full size and twin size/twin size children's bunk beds,Nursery furniture & tip-over,fall,3,ACT NOW
94-055,1994-04-04,Crayons imported from China,Toys,chemical|lead,3,ACT NOW
94-049,1994-03-21,Crayons imported from China,Jewelry & accessories,chemical|lead,3,ACT NOW
94-042,1994-03-02,"""Beef-Iron and Wine"" liquid dietary supplement",Personal care & medicine,,4,ACT SOON
94-041,1994-02-28,"Wooden pull toys SKU# 1197598: gray elephant, red and black soldier, and brown bear",Toys,choking,3,ACT NOW
94-039,1994-02-28,C-shaped tubular metal frame children's bunk beds,Nursery furniture & tip-over,fall,3,ACT NOW
94-038,1994-02-16,"""Fem-Plus"" nutritional supplements",Personal care & medicine,,4,ACT SOON
94-037,1994-02-07,"Little Tikes ""High Back Toddler Swing,"" Model 4309","Walkers, swings & bouncers",fall,3,ACT NOW
94-036,1994-02-07,"Kouvalias Musical Toys, model number 960",Outdoor & play equipment,choking,3,ACT NOW
94-035,1994-01-30,Toy charm necklaces and bracelet,Toys,choking,3,ACT NOW
94-032,1994-01-10,"""Pacifier Thermometers,"" brand named ""Dubby""",Feeding & high chairs,choking,3,ACT NOW
93-030,1993-12-21,"Holiday Brass Candle Lamps manufactured by Kobitz, item number 95062",Lighters & fire hazards,electrical,3,ACT NOW
94-024,1993-12-12,"High gloss, tubular metal frame, twin size/full size children's bunkbeds",Jewelry & accessories,fall,3,ACT NOW
94-020,1993-12-12,"Coaster Company's high gloss, tubular metal frame, twin size/full size and twin size/twin size children's bunk beds",Nursery furniture & tip-over,fall,3,ACT NOW
94-017,1993-12-12,Children's necklaces and bracelets,Jewelry & accessories,lead,3,ACT NOW
94-016,1993-12-12,"""Good Time Troll"" cigarette lighters",Lighters & fire hazards,burn|fire,3,ACT NOW
94-019,1993-12-02,"Rosalco high gloss, tubular metal frame, twin size/full size children's bunk beds",Nursery furniture & tip-over,fall,3,ACT NOW
94-012,1993-11-16,Graco Carrier Swings and Convert-a-Cradle Swings,"Sleep — cribs, bassinets, loungers",fall,3,ACT NOW
94-009,1993-11-07,"""Synergy Plus Chewables Vitabots"" multiple vitamins and minerals",Sleepwear & apparel,chemical,4,ACT SOON
93-111,1993-10-07,"Baby Trend and Baby Express ""Home and Roam"" portable mesh-sided playpen","Sleep — cribs, bassinets, loungers",fall|strangulation,1,ACT NOW
93-106,1993-08-31,Modular playground equipment with solid metal decks,Outdoor & play equipment,burn,3,ACT NOW
93-105,1993-08-29,16-inch model B-1601 Zenital sidewalk bicycles,Helmets & wheeled toys,,4,ACT SOON
93-100,1993-08-26,"Plastic toy maracas, item #16/008; plastic toy baby bottles, item #16/16; plastic heart-shaped stretchable bracelets; plastic stretchable charm bracelets; and beaded charm necklaces",Feeding & high chairs,choking,3,ACT NOW
93-103,1993-08-16,"""Fisher-Price Kiddiecraft Racing Rover'' cars",Toys,choking,3,ACT NOW
93-101,1993-08-16,"""Natural Amino Acid Chelated Iron,"" ""Gentle Iron Vegicaps,"" ""Hematinic Formula,"" ""Prenatal Nutrients,"" and ""Trace Elements""",Feeding & high chairs,chemical,4,ACT SOON
93-102,1993-08-11,"Fisher-Price ""Snuggle Light"" dolls",Toys,choking,3,ACT NOW
93-098,1993-07-28,Peg Perego's Model 21-01-027 high chair/youth chair,Feeding & high chairs,fall,3,ACT NOW
93-095,1993-07-21,"""Swing-N-Slide"" molded plastic Teddy Bear Swing","Walkers, swings & bouncers",,4,ACT SOON
93-094,1993-07-19,"""My First Buddys Police Car"" and ""My First Buddys Dumper"" toys",Toys,choking,3,ACT NOW
93-092,1993-07-11,"""Lewis of London"" cribs","Sleep — cribs, bassinets, loungers",choking|suffocation,1,ACT NOW
93089,1993-07-05,"""A"" frame pool ladders",Outdoor & play equipment,,4,ACT SOON
93-083,1993-06-23,"""My First Push Toy-Funny Copter"" toy helicopters",Outdoor & play equipment,choking,3,ACT NOW
93-078,1993-06-07,"""Bamm-Bamm's Drum and Flute"" toys",Toys,choking,3,ACT NOW
93-077,1993-06-06,Le Roy pacifiers,Feeding & high chairs,choking|fall,3,ACT NOW
93-074,1993-05-26,"""Hedstrom Big T"" swing sets, Blazon-Flexible Flyer ""T-Type Play Centers,"" and Sears brand T-style gym sets","Walkers, swings & bouncers",entanglement|strangulation,1,ACT NOW
93-073,1993-05-25,"Suction covers on five models of ""Aqua Swim 'N' Spa""",Sleepwear & apparel,drowning|entanglement,1,ACT NOW
93-071,1993-05-23,Playskool Teddy Bear number 5149,Toys,choking,3,ACT NOW
93-067,1993-05-04,"""Cordless Phone Organ"" musical cordless toy telephones",Toys,choking,3,ACT NOW
93-066,1993-05-02,"""Graduate Booster Seats,"" model #415 and model #4156",Car seats & travel,fall,3,ACT NOW
93-065,1993-04-28,"""Popper'' promotional toy in Quaker's Cap'n Crunch, Crunchberries and Peanut Butter Crunch cereals",Toys,,4,ACT SOON
93-064,1993-04-21,Zipper-front hooded infant/toddler garments,Sleepwear & apparel,choking,3,ACT NOW
93-058,1993-04-12,"""Toddler Bed With Guard Rail,"" model 3210","Sleep — cribs, bassinets, loungers",entrapment,1,ACT NOW
93-062,1993-04-11,"""The Busy World of Richard Scarry"" finger puppets, Lowly Worm and Huckle Cat; and Rocky & Bullwinkle inflatable balls.",Outdoor & play equipment,,4,ACT SOON
93-059,1993-04-04,50- and 100-piece building block sets,Toys,choking,3,ACT NOW
93-060,1993-04-01,Carry-all bags and backpacks with the insignia of Barney® or Baby BopTM; and three styles of vinyl beach bags that have beach scenes with children or cats printed on them,Sleepwear & apparel,lead,4,ACT SOON
93-056,1993-03-28,"Gerber ""Gem Collection Decorator Pacifiers with Travel Case""",Feeding & high chairs,choking,3,ACT NOW
93-055,1993-03-28,"""3-in-1 Construction Tables,"" model 3630 (sold without chairs) and model 3632 (sold with two matching chairs)",Outdoor & play equipment,choking,3,ACT NOW
93-043,1993-03-09,"Playskool Travel-Lite Portable Cribs, models 77101 and 77103","Sleep — cribs, bassinets, loungers",entrapment|suffocation,1,ACT NOW
93-049,1993-03-03,"U.S. Toy Company ""Rooster,"" ""Vegetable,"" ""Animals'' and ""Garden Tools"" puzzles",Toys,lead,3,ACT NOW
93-046,1993-03-03,"""Graduate Booster Seats,"" model #415",Car seats & travel,fall,3,ACT NOW
93-045,1993-02-23,"""Wooden Christmas Toy Trucks""",Toys,choking,3,ACT NOW
93-044,1993-02-16,"Keds ""Flexibles"" shoes for infants and young children",Sleepwear & apparel,,4,ACT SOON
93-040,1993-02-07,"""Sweet Family Blessings Baby"" dolls, item numbers 208363 and 208371, model number 6957",Toys,choking,3,ACT NOW
93-038,1993-01-25,Tornado spiral slides,Outdoor & play equipment,strangulation,1,ACT NOW
93-031,1993-01-12,"""Islander"" children's sandals",Sleepwear & apparel,choking,3,ACT NOW
93-035,1993-01-06,"Four models of ""Fuzzy Puzzles"": Farm Animals, Pets, Jungle Animals and Circus",Toys,choking,3,ACT NOW
92033,1992-12-19,Walker Accessory Tray,"Walkers, swings & bouncers",choking,3,ACT NOW
93026,1992-12-17,Battery Powered Smoke Detectors,Sleepwear & apparel,fire,3,ACT NOW
93025,1992-12-16,"""Vita-Worth"" brand iron tablets",Sleepwear & apparel,,4,ACT SOON
93020,1992-11-22,Patty And Her Puppy And Triplet Dolls,Toys,choking,3,ACT NOW
93019,1992-11-15,Gem Collection Decorator Pacifier With Travel Case,Feeding & high chairs,choking,3,ACT NOW
93018,1992-11-15,"- ""Thin Line Play Phone"" - ""Talking Touch Tinkle Phone"" - ""911 Emergency Phone Center""",Toys,choking,3,ACT NOW
93013,1992-11-05,2 ULTRA KIP Infant Pacifiers,Feeding & high chairs,choking,3,ACT NOW
93011,1992-10-29,"""Jack-O-Lantern Votive Lite""",,fire|labeling,3,ACT NOW
92-014,1992-10-28,"""Li'l Lite"" Halloween Oil Pumpkin Lamps",Sleepwear & apparel,fire,3,ACT NOW
93004,1992-10-18,Walk 'N' Roll Baby Walker,"Walkers, swings & bouncers",fall,3,ACT NOW
92141,1992-09-23,Magic Feeding Bottles,Feeding & high chairs,choking,3,ACT NOW
92-137,1992-09-16,"Radio Flyer, Inc. Children's Bicycles",Helmets & wheeled toys,,4,ACT SOON
92134,1992-09-08,12-Inch And 16-Inch Children's BMX sidewalk bicycles,Helmets & wheeled toys,,4,ACT SOON
92-136,1992-09-07,nan,Toys,,4,ACT SOON
92126,1992-08-23,Toothbrush Trainer,Toys,choking,3,ACT NOW
